case_id,activity,timestamp,end_time,resource,severity,priority,incident_type,department,shift,sla_tier,support_level,status
INC-025,Test Fix,2025-07-11 20:01,2025-07-11 20:34,L2 Engineer Santos,medium,P3,software,HR,day,gold,L2,tested
INC-025,Verify Resolution,2025-07-11 21:02,2025-07-11 21:12,L2 Engineer Santos,medium,P3,software,HR,day,gold,L2,verified
INC-025,Close Incident,2025-07-11 21:19,2025-07-11 21:28,Service Desk Portal,medium,P3,software,HR,day,gold,L0,closed
INC-026,Log Incident,2025-07-12 09:55,2025-07-12 10:01,Service Desk Portal,medium,P3,hardware,Operations,day,standard,L0,logged
INC-026,Classify Incident,2025-07-12 10:05,2025-07-12 10:14,Service Desk Lead,medium,P3,hardware,Operations,day,standard,L0,classified
INC-026,Initial Diagnosis,2025-07-12 10:31,2025-07-12 10:52,L1 Agent Weber,medium,P3,hardware,Operations,day,standard,L1,diagnosed
INC-026,Assign to Team,2025-07-12 11:11,2025-07-12 11:21,Service Desk Lead,medium,P3,hardware,Operations,day,standard,L1,assigned
INC-026,Investigate,2025-07-12 11:41,2025-07-12 12:59,L1 Agent Weber,medium,P3,hardware,Operations,day,standard,L1,investigating
INC-026,Apply Fix,2025-07-12 13:17,2025-07-12 14:30,L1 Agent Weber,medium,P3,hardware,Operations,day,standard,L1,fix_applied
INC-026,Test Fix,2025-07-12 14:43,2025-07-12 15:24,L1 Agent Weber,medium,P3,hardware,Operations,day,standard,L1,tested
INC-026,Verify Resolution,2025-07-12 15:36,2025-07-12 16:01,L1 Agent Weber,medium,P3,hardware,Operations,day,standard,L1,verified
INC-026,Close Incident,2025-07-12 16:06,2025-07-12 16:09,Service Desk Portal,medium,P3,hardware,Operations,day,standard,L0,closed
INC-027,Log Incident,2025-07-13 10:14,2025-07-13 10:22,Service Desk Portal,medium,P3,software,Finance,day,gold,L0,logged
INC-027,Classify Incident,2025-07-13 10:25,2025-07-13 10:30,Service Desk Lead,medium,P3,software,Finance,day,gold,L0,classified
INC-027,Initial Diagnosis,2025-07-13 10:42,2025-07-13 11:23,L1 Agent Garcia,medium,P3,software,Finance,day,gold,L1,diagnosed
INC-027,Assign to Team,2025-07-13 11:28,2025-07-13 11:42,Service Desk Lead,medium,P3,software,Finance,day,gold,L1,assigned
INC-027,Investigate,2025-07-13 11:56,2025-07-13 12:56,L1 Agent Garcia,medium,P3,software,Finance,day,gold,L1,investigating
INC-027,Apply Fix,2025-07-13 13:10,2025-07-13 14:30,L1 Agent Garcia,medium,P3,software,Finance,day,gold,L1,fix_applied
INC-027,Test Fix,2025-07-13 14:38,2025-07-13 15:11,L1 Agent Garcia,medium,P3,software,Finance,day,gold,L1,tested
INC-027,Rework Fix,2025-07-13 15:19,2025-07-13 16:18,L1 Agent Garcia,medium,P3,software,Finance,day,gold,L1,reworked
INC-027,Test Fix,2025-07-13 16:36,2025-07-13 17:15,L1 Agent Garcia,medium,P3,software,Finance,day,gold,L1,test_passed
INC-027,Verify Resolution,2025-07-13 17:36,2025-07-13 17:51,L1 Agent Garcia,medium,P3,software,Finance,day,gold,L1,verified
INC-027,Close Incident,2025-07-13 17:59,2025-07-13 18:04,Service Desk Portal,medium,P3,software,Finance,day,gold,L0,closed
INC-028,Log Incident,2025-07-14 22:06,2025-07-14 22:13,Service Desk Portal,medium,P3,network,IT,night,standard,L0,logged
INC-028,Classify Incident,2025-07-14 22:15,2025-07-14 22:29,Auto-Classifier,medium,P3,network,IT,night,standard,L0,classified
INC-028,Initial Diagnosis,2025-07-14 22:46,2025-07-14 23:31,L1 Agent Nowak,medium,P3,network,IT,night,standard,L1,diagnosed
INC-028,Assign to Team,2025-07-14 23:42,2025-07-14 23:48,Service Desk Lead,medium,P3,network,IT,night,standard,L1,assigned
INC-028,Investigate,2025-07-15 00:16,2025-07-15 02:14,L1 Agent Nowak,medium,P3,network,IT,night,standard,L1,investigating
INC-028,Apply Fix,2025-07-15 02:44,2025-07-15 03:35,L1 Agent Nowak,medium,P3,network,IT,night,standard,L1,fix_applied
INC-028,Test Fix,2025-07-15 03:43,2025-07-15 04:20,L1 Agent Nowak,medium,P3,network,IT,night,standard,L1,tested
INC-028,Verify Resolution,2025-07-15 04:39,2025-07-15 05:08,L1 Agent Nowak,medium,P3,network,IT,night,standard,L1,verified
INC-028,Close Incident,2025-07-15 05:16,2025-07-15 05:19,Service Desk Portal,medium,P3,network,IT,night,standard,L0,closed
INC-029,Log Incident,2025-07-01 10:34,2025-07-01 10:40,Service Desk Portal,medium,P3,software,Operations,day,standard,L0,logged
INC-029,Classify Incident,2025-07-01 10:47,2025-07-01 11:00,Service Desk Lead,medium,P3,software,Operations,day,standard,L0,classified
INC-029,Initial Diagnosis,2025-07-01 11:25,2025-07-01 11:40,L1 Agent Weber,medium,P3,software,Operations,day,standard,L1,diagnosed
INC-029,Assign to Team,2025-07-01 11:58,2025-07-01 12:10,Service Desk Lead,medium,P3,software,Operations,day,standard,L1,assigned
INC-029,Investigate,2025-07-01 12:23,2025-07-01 13:48,L1 Agent Weber,medium,P3,software,Operations,day,standard,L1,investigating
INC-029,Escalate to L2,2025-07-01 14:04,2025-07-01 14:19,L1 Agent Weber,medium,P3,software,Operations,day,standard,L1,escalated
INC-029,Investigate,2025-07-01 15:03,2025-07-01 15:52,L2 Engineer Hoffmann,medium,P3,software,Operations,day,standard,L2,investigating
INC-029,Apply Fix,2025-07-01 16:15,2025-07-01 16:57,L2 Engineer Hoffmann,medium,P3,software,Operations,day,standard,L2,fix_applied
INC-029,Test Fix,2025-07-01 17:10,2025-07-01 17:44,L2 Engineer Hoffmann,medium,P3,software,Operations,day,standard,L2,tested
INC-029,Verify Resolution,2025-07-01 18:11,2025-07-01 18:36,L2 Engineer Hoffmann,medium,P3,software,Operations,day,standard,L2,verified
INC-029,Close Incident,2025-07-01 18:55,2025-07-01 19:04,Service Desk Portal,medium,P3,software,Operations,day,standard,L0,closed
INC-030,Log Incident,2025-07-02 14:46,2025-07-02 14:53,Service Desk Portal,medium,P3,hardware,HR,day,standard,L0,logged
INC-030,Classify Incident,2025-07-02 14:59,2025-07-02 15:07,Auto-Classifier,medium,P3,hardware,HR,day,standard,L0,classified
INC-030,Initial Diagnosis,2025-07-02 15:14,2025-07-02 15:57,L1 Agent Weber,medium,P3,hardware,HR,day,standard,L1,diagnosed
INC-030,Assign to Team,2025-07-02 16:16,2025-07-02 16:24,Service Desk Lead,medium,P3,hardware,HR,day,standard,L1,assigned
INC-030,Investigate,2025-07-02 16:58,2025-07-02 18:27,L1 Agent Weber,medium,P3,hardware,HR,day,standard,L1,investigating
INC-030,Apply Fix,2025-07-02 18:55,2025-07-02 20:03,L1 Agent Weber,medium,P3,hardware,HR,day,standard,L1,fix_applied
INC-030,Test Fix,2025-07-02 20:18,2025-07-02 20:33,L1 Agent Weber,medium,P3,hardware,HR,day,standard,L1,tested
INC-030,Verify Resolution,2025-07-02 20:58,2025-07-02 21:18,L1 Agent Weber,medium,P3,hardware,HR,day,standard,L1,verified
INC-030,Close Incident,2025-07-02 21:28,2025-07-02 21:38,Service Desk Portal,medium,P3,hardware,HR,day,standard,L0,closed
INC-031,Log Incident,2025-07-03 09:22,2025-07-03 09:27,Service Desk Portal,medium,P3,software,Finance,day,gold,L0,logged
INC-031,Classify Incident,2025-07-03 09:34,2025-07-03 09:48,Auto-Classifier,medium,P3,software,Finance,day,gold,L0,classified
INC-031,Initial Diagnosis,2025-07-03 10:01,2025-07-03 10:32,L1 Agent Patel,medium,P3,software,Finance,day,gold,L1,diagnosed
INC-031,Assign to Team,2025-07-03 10:43,2025-07-03 10:49,Service Desk Lead,medium,P3,software,Finance,day,gold,L1,assigned
INC-031,Investigate,2025-07-03 11:06,2025-07-03 12:28,L1 Agent Patel,medium,P3,software,Finance,day,gold,L1,investigating
INC-031,Apply Fix,2025-07-03 12:53,2025-07-03 13:43,L1 Agent Patel,medium,P3,software,Finance,day,gold,L1,fix_applied
INC-031,Test Fix,2025-07-03 14:03,2025-07-03 14:38,L1 Agent Patel,medium,P3,software,Finance,day,gold,L1,tested
INC-031,Verify Resolution,2025-07-03 15:03,2025-07-03 15:27,L1 Agent Patel,medium,P3,software,Finance,day,gold,L1,verified
INC-031,Close Incident,2025-07-03 15:32,2025-07-03 15:36,Service Desk Portal,medium,P3,software,Finance,day,gold,L0,closed
INC-032,Log Incident,2025-07-04 10:14,2025-07-04 10:20,Service Desk Portal,medium,P3,network,Operations,day,standard,L0,logged
INC-032,Classify Incident,2025-07-04 10:25,2025-07-04 10:40,Auto-Classifier,medium,P3,network,Operations,day,standard,L0,classified
INC-032,Initial Diagnosis,2025-07-04 11:03,2025-07-04 11:33,L1 Agent Weber,medium,P3,network,Operations,day,standard,L1,diagnosed
INC-032,Assign to Team,2025-07-04 11:49,2025-07-04 12:00,Service Desk Lead,medium,P3,network,Operations,day,standard,L1,assigned
INC-032,Investigate,2025-07-04 12:33,2025-07-04 14:13,L1 Agent Weber,medium,P3,network,Operations,day,standard,L1,investigating
INC-032,Apply Fix,2025-07-04 14:33,2025-07-04 15:38,L1 Agent Weber,medium,P3,network,Operations,day,standard,L1,fix_applied
INC-032,Test Fix,2025-07-04 15:57,2025-07-04 16:20,L1 Agent Weber,medium,P3,network,Operations,day,standard,L1,tested
INC-032,Verify Resolution,2025-07-04 16:39,2025-07-04 16:57,L1 Agent Weber,medium,P3,network,Operations,day,standard,L1,verified
INC-032,Close Incident,2025-07-04 17:09,2025-07-04 17:13,Service Desk Portal,medium,P3,network,Operations,day,standard,L0,closed
INC-033,Log Incident,2025-07-05 13:12,2025-07-05 13:17,Service Desk Portal,low,P4,software,HR,day,standard,L0,logged
INC-033,Classify Incident,2025-07-05 13:20,2025-07-05 13:28,Service Desk Lead,low,P4,software,HR,day,standard,L0,classified
INC-033,Initial Diagnosis,2025-07-05 13:39,2025-07-05 14:02,L1 Agent Nowak,low,P4,software,HR,day,standard,L1,diagnosed
INC-033,Assign to Team,2025-07-05 14:16,2025-07-05 14:22,Service Desk Lead,low,P4,software,HR,day,standard,L1,assigned
INC-033,Investigate,2025-07-05 14:58,2025-07-05 15:52,L1 Agent Nowak,low,P4,software,HR,day,standard,L1,investigating
INC-033,Apply Fix,2025-07-05 16:11,2025-07-05 17:00,L1 Agent Nowak,low,P4,software,HR,day,standard,L1,fix_applied
INC-033,Test Fix,2025-07-05 17:16,2025-07-05 17:36,L1 Agent Nowak,low,P4,software,HR,day,standard,L1,tested
INC-033,Verify Resolution,2025-07-05 17:55,2025-07-05 18:05,L1 Agent Nowak,low,P4,software,HR,day,standard,L1,verified
INC-033,Close Incident,2025-07-05 18:14,2025-07-05 18:21,Service Desk Portal,low,P4,software,HR,day,standard,L0,closed
INC-034,Log Incident,2025-07-06 08:03,2025-07-06 08:10,Service Desk Portal,low,P4,hardware,Finance,day,standard,L0,logged
INC-034,Classify Incident,2025-07-06 08:16,2025-07-06 08:31,Service Desk Lead,low,P4,hardware,Finance,day,standard,L0,classified
INC-034,Initial Diagnosis,2025-07-06 08:51,2025-07-06 09:33,L1 Agent Patel,low,P4,hardware,Finance,day,standard,L1,diagnosed
INC-034,Assign to Team,2025-07-06 09:38,2025-07-06 09:52,Service Desk Lead,low,P4,hardware,Finance,day,standard,L1,assigned
INC-034,Investigate,2025-07-06 10:11,2025-07-06 11:41,L1 Agent Patel,low,P4,hardware,Finance,day,standard,L1,investigating
INC-034,Apply Fix,2025-07-06 12:06,2025-07-06 13:22,L1 Agent Patel,low,P4,hardware,Finance,day,standard,L1,fix_applied
INC-034,Test Fix,2025-07-06 13:37,2025-07-06 13:57,L1 Agent Patel,low,P4,hardware,Finance,day,standard,L1,tested
INC-034,Verify Resolution,2025-07-06 14:08,2025-07-06 14:26,L1 Agent Patel,low,P4,hardware,Finance,day,standard,L1,verified
INC-034,Close Incident,2025-07-06 14:46,2025-07-06 14:50,Service Desk Portal,low,P4,hardware,Finance,day,standard,L0,closed
INC-035,Log Incident,2025-07-07 14:04,2025-07-07 14:10,Service Desk Portal,low,P4,software,IT,day,standard,L0,logged
INC-035,Classify Incident,2025-07-07 14:19,2025-07-07 14:33,Service Desk Lead,low,P4,software,IT,day,standard,L0,classified
INC-035,Initial Diagnosis,2025-07-07 14:58,2025-07-07 15:17,L1 Agent Patel,low,P4,software,IT,day,standard,L1,diagnosed
INC-035,Assign to Team,2025-07-07 15:26,2025-07-07 15:40,Service Desk Lead,low,P4,software,IT,day,standard,L1,assigned
INC-035,Investigate,2025-07-07 16:20,2025-07-07 17:28,L1 Agent Patel,low,P4,software,IT,day,standard,L1,investigating
INC-035,Apply Fix,2025-07-07 17:40,2025-07-07 18:31,L1 Agent Patel,low,P4,software,IT,day,standard,L1,fix_applied
INC-035,Test Fix,2025-07-07 18:39,2025-07-07 19:11,L1 Agent Patel,low,P4,software,IT,day,standard,L1,tested
INC-035,Verify Resolution,2025-07-07 19:34,2025-07-07 20:03,L1 Agent Patel,low,P4,software,IT,day,standard,L1,verified
INC-035,Close Incident,2025-07-07 20:15,2025-07-07 20:24,Service Desk Portal,low,P4,software,IT,day,standard,L0,closed
INC-036,Log Incident,2025-07-08 11:28,2025-07-08 11:33,Service Desk Portal,low,P4,hardware,Operations,day,standard,L0,logged
INC-036,Classify Incident,2025-07-08 11:41,2025-07-08 11:55,Auto-Classifier,low,P4,hardware,Operations,day,standard,L0,classified
INC-036,Initial Diagnosis,2025-07-08 12:19,2025-07-08 12:53,L1 Agent Patel,low,P4,hardware,Operations,day,standard,L1,diagnosed
INC-036,Assign to Team,2025-07-08 13:01,2025-07-08 13:09,Service Desk Lead,low,P4,hardware,Operations,day,standard,L1,assigned
INC-036,Investigate,2025-07-08 13:39,2025-07-08 14:36,L1 Agent Patel,low,P4,hardware,Operations,day,standard,L1,investigating
INC-036,Apply Fix,2025-07-08 14:54,2025-07-08 15:24,L1 Agent Patel,low,P4,hardware,Operations,day,standard,L1,fix_applied
INC-036,Test Fix,2025-07-08 15:34,2025-07-08 15:56,L1 Agent Patel,low,P4,hardware,Operations,day,standard,L1,tested
INC-036,Verify Resolution,2025-07-08 16:11,2025-07-08 16:38,L1 Agent Patel,low,P4,hardware,Operations,day,standard,L1,verified
INC-036,Close Incident,2025-07-08 16:45,2025-07-08 16:50,Service Desk Portal,low,P4,hardware,Operations,day,standard,L0,closed
INC-037,Log Incident,2025-07-09 08:26,2025-07-09 08:32,Service Desk Portal,low,P4,software,HR,day,standard,L0,logged
INC-037,Classify Incident,2025-07-09 08:41,2025-07-09 08:46,Auto-Classifier,low,P4,software,HR,day,standard,L0,classified
INC-037,Initial Diagnosis,2025-07-09 08:58,2025-07-09 09:35,L1 Agent Weber,low,P4,software,HR,day,standard,L1,diagnosed
INC-037,Assign to Team,2025-07-09 09:49,2025-07-09 10:01,Service Desk Lead,low,P4,software,HR,day,standard,L1,assigned
INC-037,Investigate,2025-07-09 10:13,2025-07-09 12:10,L1 Agent Weber,low,P4,software,HR,day,standard,L1,investigating
INC-037,Apply Fix,2025-07-09 12:27,2025-07-09 13:20,L1 Agent Weber,low,P4,software,HR,day,standard,L1,fix_applied
INC-037,Test Fix,2025-07-09 13:31,2025-07-09 13:59,L1 Agent Weber,low,P4,software,HR,day,standard,L1,tested
INC-037,Rework Fix,2025-07-09 14:05,2025-07-09 15:09,L1 Agent Weber,low,P4,software,HR,day,standard,L1,reworked
INC-037,Test Fix,2025-07-09 15:26,2025-07-09 16:01,L1 Agent Weber,low,P4,software,HR,day,standard,L1,test_passed
INC-037,Verify Resolution,2025-07-09 16:15,2025-07-09 16:33,L1 Agent Weber,low,P4,software,HR,day,standard,L1,verified
INC-037,Close Incident,2025-07-09 16:42,2025-07-09 16:46,Service Desk Portal,low,P4,software,HR,day,standard,L0,closed
INC-038,Log Incident,2025-07-10 08:10,2025-07-10 08:15,Service Desk Portal,low,P4,network,Finance,day,standard,L0,logged
INC-038,Classify Incident,2025-07-10 08:21,2025-07-10 08:27,Auto-Classifier,low,P4,network,Finance,day,standard,L0,classified
INC-038,Initial Diagnosis,2025-07-10 08:46,2025-07-10 09:23,L1 Agent Weber,low,P4,network,Finance,day,standard,L1,diagnosed
INC-038,Assign to Team,2025-07-10 09:40,2025-07-10 09:49,Service Desk Lead,low,P4,network,Finance,day,standard,L1,assigned
INC-038,Investigate,2025-07-10 10:15,2025-07-10 11:54,L1 Agent Weber,low,P4,network,Finance,day,standard,L1,investigating
INC-038,Apply Fix,2025-07-10 12:19,2025-07-10 13:35,L1 Agent Weber,low,P4,network,Finance,day,standard,L1,fix_applied
INC-038,Test Fix,2025-07-10 13:42,2025-07-10 14:16,L1 Agent Weber,low,P4,network,Finance,day,standard,L1,tested
INC-038,Verify Resolution,2025-07-10 14:27,2025-07-10 14:50,L1 Agent Weber,low,P4,network,Finance,day,standard,L1,verified
INC-038,Close Incident,2025-07-10 15:05,2025-07-10 15:12,Service Desk Portal,low,P4,network,Finance,day,standard,L0,closed
INC-039,Log Incident,2025-07-11 20:05,2025-07-11 20:09,Service Desk Portal,low,P4,software,IT,night,standard,L0,logged
INC-039,Classify Incident,2025-07-11 20:11,2025-07-11 20:25,Auto-Classifier,low,P4,software,IT,night,standard,L0,classified
INC-039,Initial Diagnosis,2025-07-11 20:31,2025-07-11 21:01,L1 Agent Garcia,low,P4,software,IT,night,standard,L1,diagnosed
INC-039,Assign to Team,2025-07-11 21:20,2025-07-11 21:29,Service Desk Lead,low,P4,software,IT,night,standard,L1,assigned
INC-039,Investigate,2025-07-11 21:44,2025-07-11 23:28,L1 Agent Garcia,low,P4,software,IT,night,standard,L1,investigating
INC-039,Apply Fix,2025-07-11 23:51,2025-07-12 01:13,L1 Agent Garcia,low,P4,software,IT,night,standard,L1,fix_applied
INC-039,Test Fix,2025-07-12 01:20,2025-07-12 01:50,L1 Agent Garcia,low,P4,software,IT,night,standard,L1,tested
INC-039,Verify Resolution,2025-07-12 02:11,2025-07-12 02:34,L1 Agent Garcia,low,P4,software,IT,night,standard,L1,verified
INC-039,Close Incident,2025-07-12 02:49,2025-07-12 02:57,Service Desk Portal,low,P4,software,IT,night,standard,L0,closed
INC-040,Log Incident,2025-07-12 13:06,2025-07-12 13:10,Service Desk Portal,low,P4,hardware,Operations,day,standard,L0,logged
INC-040,Classify Incident,2025-07-12 13:17,2025-07-12 13:29,Auto-Classifier,low,P4,hardware,Operations,day,standard,L0,classified
INC-040,Initial Diagnosis,2025-07-12 13:43,2025-07-12 14:24,L1 Agent Nowak,low,P4,hardware,Operations,day,standard,L1,diagnosed
INC-040,Assign to Team,2025-07-12 14:30,2025-07-12 14:42,Service Desk Lead,low,P4,hardware,Operations,day,standard,L1,assigned
INC-040,Investigate,2025-07-12 14:54,2025-07-12 16:04,L1 Agent Nowak,low,P4,hardware,Operations,day,standard,L1,investigating
INC-040,Apply Fix,2025-07-12 16:22,2025-07-12 17:23,L1 Agent Nowak,low,P4,hardware,Operations,day,standard,L1,fix_applied
INC-040,Test Fix,2025-07-12 17:31,2025-07-12 18:10,L1 Agent Nowak,low,P4,hardware,Operations,day,standard,L1,tested
INC-040,Verify Resolution,2025-07-12 18:32,2025-07-12 18:58,L1 Agent Nowak,low,P4,hardware,Operations,day,standard,L1,verified
INC-040,Close Incident,2025-07-12 19:03,2025-07-12 19:13,Service Desk Portal,low,P4,hardware,Operations,day,standard,L0,closed
